,artist,track,energy,valence
5250,Beastie Boys,Crawlspace,700.0,650.0
5251,Zuma,Juno,210.0,170.0
5252,Various Artists,Jolie Blon's Gone,380.0,930.0
5253,Iggy Pop,1969 (Live),920.0,290.0
5254,R.E.M.,Stumble,890.0,920.0
5255,Bon Jovi,Till We Ain't Strangers Anymore,480.0,210.0
5256,Dale Russ / Finn MacGinty,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,600.0,880.0
5257,"Sheek Louch, Hell Rell",Die Slow,770.0,570.0
5258,Renato Borghetti,Armando,640.0,920.0
5259,The Clash,Death or Glory - Remastered,840.0,770.0
5260,MxPx,Drum Machine Joy,690.0,780.0
5261,Daniel Johnston,Walking The Cow,290.0,900.0
5262,Donna Ares,Prijateljica,770.0,860.0
5263,W.A.S.P.,Phantoms In The Mirror - Bonus Track/Single B,990.0,210.0
5264,John P. Kee,Encouraged,880.0,800.0
5265,Nolwenn Leroy,Etre Une Femme,530.0,290.0
5266,The Primitives,Never Tell,890.0,920.0
5267,The Pharcyde,Passin' Me By,760.0,610.0
5268,John Wesley,Chasing Monsters,560.0,140.0
5269,AUDIO.3,SPONT.AN,660.0,870.0
5270,Lauren Wood,But You Are,840.0,620.0
5271,Fleet Foxes,English House,570.0,370.0
5272,Various Artists,Angeles,300.0,600.0
5273,Asleep At The Wheel,Hot Rod Lincoln,570.0,970.0
5274,Soilent Green,Pretty Smiles & Shattered Teeth,980.0,270.0
5275,Bone Thugs-N-Harmony,2 Glocks,560.0,820.0
5276,Joe McBride,Like A Star,490.0,380.0
5277,Baroness,Wanderlust,890.0,550.0
5278,Dottie West,Country Girl,220.0,290.0
5279,Steve Vai,The Murder Prologue,540.0,90.0
5280,Roy Buchanan,C.C. Ryder,250.0,450.0
5281,Various Artists,Ay ! Mi sombrero (Paso),460.0,930.0
5282,The Mustangs,Moscow Nights,510.0,890.0
5283,First Blood,Execution,960.0,410.0
5284,Joe Heaney,Red is the Rose,30.0,380.0
5285,Junior Kimbrough,Lonesome Road,270.0,260.0
5286,Los Fabulosos Cadillacs,Electrasonic V - Remasterizado 2008,850.0,910.0
5287,Tom Barabas,Shades of Love,570.0,590.0
5288,Daddy Yankee,Qué Vas a Hacer?,690.0,590.0
5289,Carlton Livingston,Slow Down,280.0,460.0
5290,Suzi Quatro,Born to Run,760.0,860.0
5291,Mac Dre,This is My Year,630.0,940.0
5292,Juan Carmona,Soleariyas,360.0,240.0
5293,Christian Adam,Il A Suffit D'une Chanson D'amour,520.0,670.0
5294,Nikos Kalaintzis,Gamilia Patinada,430.0,960.0
5295,Jason & The Scorchers,If Money Talks,980.0,350.0
5296,Rihanna,Good Girl Gone Bad,550.0,590.0
5297,Max Steiner,Laurie and Martin,230.0,140.0
5298,Sister Rosetta Tharpe,Shine For Jesus,320.0,870.0
5299,R.L. Burnside,Rollin' & Tumblin',440.0,390.0
5300,Don Gibson,Evening Prayer,120.0,320.0
5301,Love and Rockets,Sweet Lover Hangover,750.0,500.0
5302,The Mystic Moods Orchestra,Gay Ranchero,340.0,580.0
5303,Billy Walker,Thank You For Calling - 78rpm Version,80.0,180.0
5304,LL Cool J,Hello,630.0,550.0
5305,Gato Pérez,Ja Soc Aquí,750.0,730.0
5306,Eddie Palmieri,Nada De Ti,580.0,960.0
5307,Gaither Vocal Band,Everything Good - Everything Good Version,850.0,810.0
5308,Sérgio Mendes,Puzzle of Hearts,460.0,190.0
5309,Maroon 5,Sweetest Goodbye,820.0,710.0
5310,Kryštof,Vodne stocne,470.0,110.0
5311,Vivian,Streets On Fire,890.0,470.0
5312,Every Time I Die,After One Quarter Of A Revolution,990.0,80.0
5313,Kill The Client,Dog Tagged,1000.0,40.0
5314,James Last,Games That Lovers Play,370.0,560.0
5315,Iggy Pop,Five Foot One,770.0,640.0
5316,Tito Puente,Guajira Ven,630.0,780.0
5317,Endres,born again,590.0,430.0
5318,Bill Murk,What a Friend We Have in Jesus,390.0,40.0
5319,Annie Minogue Band,Love Goes Down (Part Deux),870.0,550.0
5320,Lou Reed,Sally Can't Dance,800.0,880.0
5321,Milk Inc.,Nothing To You,810.0,500.0
5322,Joe Heaney,Peigin is Peadar,70.0,600.0
5323,J-Mack,World Wind,500.0,530.0
5324,Various Artists,Gun Shot,520.0,900.0
5325,Alias,Dying To Stay,680.0,110.0
5326,George Nooks,Watchie Watchie,450.0,620.0
5327,Donna Fargo,Superman,680.0,950.0
5328,Kristine W,Fly Again - The Scumfrog Radio Edit,890.0,760.0
5329,Roger Creager,The Everclear Song,450.0,530.0
5330,System Of A Down,Streamline,860.0,470.0
5331,Selena,El Chico Del Apartamento 512,650.0,920.0
5332,Phil Collins,One More Night - 2016 Remaster,440.0,340.0
5333,The Game,Desperados,850.0,570.0
5334,Clannad,Cumha Eoghain Rua Uí Néill (Lament for Owen Roe),70.0,60.0
5335,Poncho Sanchez,Going Back To New Orleans,820.0,810.0
5336,Session Americana,Ice Cream Man,620.0,960.0
5337,Freddie King,Rock Me Baby - Live,600.0,570.0
5338,Dj Guy,Freak it all Night,890.0,910.0
5339,Johnny Vicious,Speaker Problems - A Cappella,20.0,650.0
5340,Vanessa Daou,For Anything,330.0,480.0
5341,Foghat,Zig-Zag Walk,660.0,890.0
5342,Africando,Mopao,670.0,930.0
5343,Fania All Stars,Peanuts (The Peanut Vendor),720.0,750.0
5344,Mariah Carey,Anytime You Need a Friend,550.0,300.0
5345,Dimmu Borgir,Broderskapets Ring,960.0,190.0
5346,Minnie Riperton,Completeness,480.0,360.0
5347,Megadrums,Dasotmori Live,10.0,130.0
5348,Various Artists,The Wickedness,900.0,590.0
5349,Various Artists,Right Here Waiting,870.0,430.0
5350,Cristy Lane,God Is The Answer - Footprints In The Sand Album Version,280.0,280.0
5351,Sean Paul,Baby Boy (feat. Beyoncé ),620.0,820.0
5352,Jimmy Riley,Watch This Sounds,660.0,920.0
5353,Antonis Remos,Min Aporis,360.0,360.0
5354,Gunther & the Sunshine Girls,Teeny Weeny String Bikini,1000.0,860.0
5355,Charlie Byrd,Sarambeque,460.0,850.0
5356,Eddie Turner,Resurrection,550.0,370.0
5357,Laurindo Almeida,Mozart In Samba Motion,610.0,860.0
5358,Seamus Egan,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),390.0,960.0
5359,Russ Morgan,Do You Ever Think of Me,200.0,680.0
5360,Twila Paris,Perfect Peace,200.0,210.0
5361,Otis Spann,Half Ain't Been Told,290.0,520.0
5362,Various Artists,The Blinding Sun,590.0,610.0
5363,Cabas,Machuca,880.0,770.0
5364,UKW,Einmal reich,780.0,530.0
5365,C.C. Adcock,Love n' Gold,640.0,770.0
5366,Missy Higgins,Where I Stood - Live,420.0,320.0
5367,Jericho,Simon,510.0,560.0
5368,DJ Rashad,Juke it Down,470.0,730.0
5369,TYR,Grial II,940.0,130.0
5370,Heavenly,Over And Over,680.0,830.0
5371,Cass Fox,Army Of One - New Version (Do Not Put On Artwork),870.0,640.0
5372,A Tribe Called Quest,Get A Hold,430.0,650.0
5373,Kalibas,From Ivory Towers Above The Control Grid,900.0,300.0
5374,Jimi Hendrix,Lullaby For The Summer,930.0,940.0
5375,David Hudson,Kurrajong,340.0,90.0
5376,Temple Of The Dog,Hunger Strike,610.0,340.0
5377,Jessica Simpson,In This Skin,870.0,570.0
5378,Toni Braxton,Best Friend,500.0,360.0
5379,The Monroes,Eric,960.0,430.0
5380,Spooky Tooth,I Am The Walrus,680.0,440.0
5381,Bruce Robison,Trouble,160.0,240.0
5382,The Freedom,Born Again,850.0,910.0
5383,Bad Company,Take the Time - Remastered Version,620.0,810.0
5384,Richard Galliano,Les Forains,190.0,240.0
5385,Various Artists,Sunset in Akkarai - Desert Dwellers Remix,640.0,210.0
5386,Los Originales De San Juan,Joaquin Torres Jr.,730.0,880.0
5387,Piero Umiliani,Ricerca Nell' Isola,40.0,50.0
5388,Maximilian Hecker,Let Me Out,190.0,60.0
5389,Kathy Troccoli,Great Is Thy Faithfulness,100.0,240.0
5390,Williamson,Cool People Make Me Tired,560.0,530.0
5391,Fergie,Velvet,770.0,790.0
5392,Bottom Of The Hudson,Eagle Eye,650.0,70.0
5393,Janitor Joe,Voucher,820.0,570.0
5394,Roy Buchanan,Chowbay,380.0,70.0
5395,Big Joe Turner,Piney Brown (K.C.),390.0,710.0
5396,Rising Lion,Jah Keep Us There,360.0,870.0
5397,Hamburg City Heftig,Eimsbush Bis 0711,800.0,760.0
5398,Xzibit,Carry The Weight,480.0,560.0
5399,The Dickies,Pretty Please Me,890.0,460.0
5400,The Creation,Try and Stop Me,560.0,330.0
5401,Sonora Carruseles,Las Muchachas,820.0,890.0
5402,3 Doors Down,Here Without You,550.0,230.0
5403,Barry Manilow,This One's for You,420.0,370.0
5404,The Paris Musette,Passion,740.0,550.0
5405,Kali,Dans Le Calme De La Nuit,570.0,830.0
5406,Stevie Ray Vaughan,Tin Pan Alley (AKA Roughest Place in Town),100.0,170.0
5407,Cindy Morgan,Dig Up,710.0,720.0
5408,Theodore Shapiro,The Big Stall,530.0,70.0
5409,Michael Jackson,Heaven Can Wait,680.0,440.0
5410,Sub Focus,Follow the Light - Radio Edit,860.0,60.0
5411,Taal,Noises,50.0,600.0
5412,Egberto Gismonti,Carta De Amor,60.0,80.0
5413,Tha Liks,Yo Mouth (Skit),430.0,860.0
5414,Various Artists,Sweet Suffering Christ,200.0,140.0
5415,The True Believers,Just Look At the Blessing,840.0,820.0
5416,Christos Dantis,Apisti,500.0,750.0
5417,Hank Penny,Crazy Rhythm,390.0,910.0
5418,Slum Village,CB4,730.0,500.0
5419,Francis Lai,Concerto No.3 In D: Allegro,490.0,910.0
5420,Johnny Pacheco,Cero Codazos,460.0,940.0
5421,James Taylor Quartet,Got to Give it Up,950.0,980.0
5422,Various Artists,Winter in Finland,570.0,330.0
5423,Luciana Souza,Azul Contente,50.0,320.0
5424,Various Artists,Tras la Reja,730.0,910.0
5425,Lucky Luciano,Work So Hard,780.0,740.0
5426,Simply Red,So Not Over You (Motivo Pop Lectro Mix),710.0,890.0
5427,Mix Mob,Show Me The Way,780.0,780.0
5428,Christina Aguilera,Cruz,640.0,330.0
5429,Various Artists,Valium,360.0,310.0
5430,Bon Jovi,Only Lonely,920.0,350.0
5431,Triana Pura,Afonsina y el Mar,910.0,870.0
5432,Casiotone For The Painfully Alone,Happy Mother's Day,290.0,650.0
5433,Frost,"Take a Ride (Feat. Mr. Sancho, Bullet Nasty)",690.0,720.0
5434,Melanie And The Secret Army,All the Lessons,930.0,720.0
5435,Curtis Mayfield,People Never Give Up,430.0,960.0
5436,Patty Griffin,Let Him Fly,230.0,390.0
5437,The Laurie Berkner Band,The Cat Came Back,400.0,680.0
5438,Utopia,Hiroshima,520.0,370.0
5439,Rick Astley,The Bottom Line,490.0,710.0
5440,Mariah Carey,Outside,390.0,50.0
5441,ATB,Marrakech,960.0,380.0
5442,Saigon Kick,Love Is on the Way,450.0,60.0
5443,Dann Huff,Exception To The Rule,510.0,530.0
5444,Markscheider Kunst,DJ,560.0,890.0
5445,Mighty Diamonds,Sensemilla,550.0,810.0
5446,Jerry Butler,The Way You Do The Things You Do,510.0,870.0
5447,Mariah Carey,Touch My Body,670.0,860.0
5448,Tito Rodriguez,Me Lo Dijo Adela,460.0,960.0
5449,Alias,What To Do,570.0,650.0
5450,Frank Vignola,But Not For Me,680.0,900.0
5451,Savoy Brown,All Burned Out,880.0,560.0
5452,Angela Dimitriou,Edo Pou Ta Leme,660.0,720.0
5453,Shaggy,Hey Sexy Lady,550.0,640.0
5454,Tri Atma,Ramuka,660.0,860.0
5455,Fall Out Boy,Thriller,900.0,300.0
5456,Various Artists,1000 Of Years Ago,800.0,550.0
5457,Arc Angels,Sent By Angels,520.0,360.0
5458,Jesse Malin,Wendy,950.0,460.0
5459,Santana,Fried Neck Bones and Some Home Fries,650.0,740.0
5460,Henri Pousseur,Crosses Of Crossed Colors 3,250.0,100.0
5461,sensations,Superscout,780.0,590.0
5462,Gisele MacKenzie,Le Fiacre,540.0,960.0
5463,Kalimba,No Volverás a Mí,570.0,830.0
5464,Various Artists,Black Celebration,940.0,750.0
5465,Eleanor McEvoy,Sophie,200.0,260.0
5466,Various Artists,Meeting Daisy,70.0,40.0
5467,Despina Vandi,Ke T' Oniro Egine Efialtis,430.0,200.0
5468,Alice In Chains,Would?,830.0,580.0
5469,Roy Rogers,The Yellow Rose of Texas - Remastered,270.0,940.0
5470,Four Tet,Plastic People,740.0,410.0
5471,Superchumbo,Revolution,960.0,390.0
5472,Tranzas,Mientras me quieras,720.0,560.0
5473,Eclier,Alpha River,800.0,550.0
5474,Steve Vai,Salamanders in the Sun (Remastered),390.0,440.0
5475,Be Bop Deluxe,Sister Seagull,660.0,530.0
5476,The Roots,Act Won (Things Fall Apart),480.0,680.0
5477,Fergie,Exit People - Ignas Remix,420.0,40.0
5478,Various Artists,Te Quiero Mammá,700.0,820.0
5479,Groupa Med Lena Willemark,Skymning,210.0,310.0
5480,Lighthouse Family,Run,660.0,910.0
5481,Clockwise,The Tales of King Solitude 1: 3,460.0,90.0
5482,Johnny Horton,The Golden Rocket,760.0,950.0
5483,Barbarito Diez,La Sitiera,420.0,770.0
5484,Charlie Byrd,Speak Low,200.0,670.0
5485,Orthrelm,Scelxenak,970.0,40.0
5486,Lonnie Johnson,You Don't See Into The Blues Like Me,230.0,540.0
5487,The Chieftains,When A Man's In Love,90.0,470.0
5488,Len Barry,Dirty Old Man,880.0,650.0
5489,Steel Rain,Sanity Fades,820.0,520.0
5490,Orquesta Romántica de La Habana,Serenata,430.0,900.0
5491,Guns N' Roses,Sweet Child O' Mine,950.0,620.0
5492,Ayo,Downtown Girls,770.0,900.0
5493,Mr. Blue,Thanks God I'm a Country Boy,920.0,740.0
5494,Bob Wills,Playboy Theme,510.0,970.0
5495,Parallel Sound,Around the World,950.0,870.0
5496,Terry Callier,Java Sparrow,320.0,120.0
5497,Curtis Mayfield,Love Oh Love - Live in Chicago,730.0,920.0
5498,Joy Kitikonti,A Century Of Beatz (Pleasure Zone Mix),780.0,180.0
5499,SNAP!,The World in My Hands (We Are One),660.0,420.0
5500,For Squirrels,Superstar,970.0,640.0
5501,Chris Farlowe,"Blues as Blues Can Get - Live, Crossroads Festival, 2006 Bonn",690.0,350.0
5502,Taboo,Gyere velem…,940.0,920.0
5503,DEVO,Be Stiff - Live,980.0,650.0
5504,The Hollywood Brats,Empty Bottles,80.0,200.0
5505,The Nelons,God Keeps A Candle,750.0,860.0
5506,Blind Blake,Bootleg Rum Dum Blues,150.0,670.0
5507,El Tiempo,Tu Ex-Amor,290.0,820.0
5508,Roger Miller,Husbands and Wives,190.0,430.0
5509,Al Di Meola,Splendido Sundance,490.0,650.0
5510,Blind Blake,Too Tight Blues No. 2,240.0,850.0
5511,Kieran,You Saved My Life,670.0,630.0
5512,Various Artists,Dekh Le - Remix,840.0,950.0
5513,The Blind Boys Of Alabama,New Born Soul,290.0,400.0
5514,Princess' Lover,Prends-Moi La Main,680.0,560.0
5515,Brazilian Tropical Orchestra,If You Leave Me Now,350.0,370.0
5516,System Of A Down,War?,940.0,530.0
5517,Joe Bonamassa,So Many Roads,760.0,550.0
5518,Abbott & Chambers,Where Are You - Onova Remix,970.0,120.0
5519,Quinteto Violado,Maria Betania,20.0,70.0
5520,Mikey Dread,Master Mantrol - Dub / Instrumental Reggae Music,320.0,660.0
5521,The Clancy Brothers & Tommy Makem,Old Woman from Wexford,320.0,960.0
5522,Klaus Badelt,Moonlight Serenade,340.0,50.0
5523,Jimmie Vaughan,Kinky Woman,470.0,890.0
5524,Aesop Rock,N.Y. Electric / Hunter Interlude,740.0,780.0
5525,Frank Stokes,Sweet To Mama,370.0,910.0
5526,Los Traileros Del Norte,Perro Faldero,610.0,920.0
5527,Zombina & The Skeletones,I Was A Human Bomb For The FBI,970.0,420.0
5528,Egberto Gismonti,Café - Sapain - Dança Solitária No.2 - Baiao Malandro,140.0,90.0
5529,Minnie Riperton,Les Fleurs,500.0,510.0
5530,Nick Cave & The Bad Seeds,New Morning - Live,470.0,350.0
5531,Kryštof,Svedomi,770.0,380.0
5532,Ebru Yaşar,Bırak Yakamı,910.0,810.0
5533,Andy & Lucas,Hasta los Huesos,760.0,820.0
5534,Danny Barnes,Cumberland Gap,490.0,960.0
5535,Hot Tuna,Hesitation Blues - Live,200.0,610.0
5536,Mississippi John Hurt,Monday Morning Blues - Live,410.0,540.0
5537,James Hunter,Class Act,600.0,940.0
5538,Xmilk,Side By Side,930.0,290.0
5539,Various Artists,Meteorito,780.0,110.0
5540,Ronnie Drew,The Ballad of St. Anne's Reel,500.0,650.0
5541,Emilio,Somebody Stop Me,510.0,460.0
5542,Blind Willie Johnson,John the Revelator,330.0,530.0
5543,Edelweiss,The Kangaroo Theory,610.0,540.0
5544,The Crystal Method,More,840.0,480.0
5545,Various Artists,Venite Pa' Maracaibo,780.0,970.0
5546,NOFX,Bath of Least Resistance,960.0,760.0
5547,Salt The Wound,I Swear the Visine is for my Allergies,880.0,440.0
5548,Havok,Monologue With the Sky,180.0,120.0
5549,BMX Bandits,After I Made Love To You,390.0,340.0
5550,Various Artists,Freed From Desire - Alternate Mix,740.0,550.0
5551,Raze,Intro. - The Plan Album Version,140.0,340.0
5552,Natasha Bedingfield,Love Like This,790.0,900.0
5553,Fyah Blaze,Lion Paw,890.0,730.0
5554,Erick Sermon,"Tha Game - prod. Mic Cheks, Erick Sermon",740.0,720.0
5555,Elvin Bishop,Half Way Out The Door - Live,830.0,740.0
5556,Toni Braxton,Tell Me,530.0,820.0
5557,Richard Galliano,Honey Fingers,460.0,510.0
5558,Julissa,Cuando las Estrellas Se Apaguen (Gloria Y Honra),660.0,120.0
5559,Marc Dorsey,Love You Again,470.0,520.0
5560,Pepper,Point And Shoot (Demo),750.0,410.0
5561,Tim Wilson,The Michael Vick Song,750.0,740.0
5562,Ibiza Deep Buddha,Goor,690.0,640.0
5563,Gonzalo Rubalcaba,Cuatro Veinte,130.0,90.0
5564,Various Artists,Funny How Time Slips Away,90.0,190.0
5565,The Perrys,Run And Tell,760.0,710.0
5566,John Wesley,Cuttin' the Tree,690.0,840.0
5567,Klimperei,Sauer,630.0,490.0
5568,Year Of Desolation,L.S.M.,880.0,260.0
5569,Liars,Cycle Time,800.0,240.0
5570,Flor Silvestre,Llorando Por Amor,250.0,460.0
5571,Lady Saw,To Sir With Love,480.0,550.0
5572,Moon Mullican,New Milk Cow Blues,300.0,570.0
5573,Various Artists,Deep Blue,40.0,40.0
5574,X-Ecutioners,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie) (feat. Tom Tom Club & Biz Markie),770.0,730.0
5575,The Del McCoury Band,High On the Mountain,410.0,840.0
5576,3 Of Hearts,Is It Love,460.0,270.0
5577,Dario Marianelli,Falling Apart,80.0,40.0
5578,Various Artists,I Will Turn Your Money Green (Take 1),90.0,350.0
5579,Busdriver,Beauty Supply and Demand,920.0,620.0
5580,Hollowtip,Superstar (feat. J-Noxx),670.0,700.0
5581,The Party Group,Te Quiero Mas,820.0,980.0
5582,EPMD,Head Banger,920.0,660.0
5583,Dario Marianelli,The Lord's Prayer,230.0,30.0
5584,Iggy Pop,Raw Power,1000.0,300.0
5585,kent,Alla mot alla,610.0,430.0
5586,Henri Pousseur,Parabolics Studies 6,510.0,20.0
5587,Spitfire,Feverish,800.0,210.0
5588,David Banner,Syrup Sipping (Banner Beat Break),340.0,370.0
5589,Bionikworld,Party Favours - Dee Dee's Flukey Remix,720.0,160.0
5590,The Wilburns,Keep Walking,520.0,760.0
5591,Bullet For My Valentine,4 Words (To Choke Upon),950.0,320.0
5592,Niraj Chag,The Carnival - Feat Japjit Kaur,920.0,620.0
5593,Warner Mack,Is It Wrong (For Loving You),410.0,850.0
5594,Various Artists,Xenophobic Hate Machine,930.0,210.0
5595,Rick Ross,Ella Speed,470.0,860.0
5596,Tinariwen,Chatma,420.0,310.0
5597,Various Artists,The way to Peace,380.0,560.0
5598,Ice & Breeze,How It Begins - Original Mix,970.0,160.0
5599,The Irish Tenors,My Love,290.0,180.0
5600,Silverchair,Roses,650.0,410.0
5601,Scott Krippayne,He Was Here,160.0,210.0
5602,Lady Saw,Love & Understanding,480.0,560.0
5603,Various Artists,Cry Of My Heart,560.0,250.0
5604,"Clarence ""Gatemouth"" Brown",Up Jumped the Devil - Live,830.0,850.0
5605,Zombie Girl,We Are The Ones - Lounge Version,640.0,470.0
5606,Atomic Rooster,Stand by Me,680.0,600.0
5607,Neil Diamond,Brooklyn On A Saturday Night,260.0,530.0
5608,-M-,Le Bug - Live 2005,900.0,160.0
5609,Yuppie Pricks,Suburban Living,880.0,960.0
5610,Big Audio Dynamite,Badrock City,530.0,540.0
5611,Planxty,The Lakes Of Pontchartrain,90.0,190.0
5612,HardNox,Fly Away - Instrumental,880.0,960.0
5613,Donnie McClurkin,Psalm 27,630.0,630.0
5614,Bessie Smith,Chicago Bound Blues,60.0,360.0
5615,Bill & Gloria Gaither,I Know Where I Am Now - Bill Remembers Homecoming Heroes Album Version,310.0,320.0
5616,Jimmy Page,Liquid Mercury,480.0,560.0
5617,Desert Dwellers,Falling Stars,580.0,480.0
5618,Spooky Tooth,Waitin' For The Wind,380.0,800.0
5619,Funeral For A Friend,Your Revolution Is A Joke,310.0,180.0
5620,Basic Channel,Q Loop,460.0,170.0
5621,Sweet,Neon Psychedelia,810.0,440.0
5622,Sound Field,CrossBreed,970.0,550.0
5623,The Ataris,Make It Last,940.0,620.0
5624,Winds of Plague,Origins and Endings,930.0,250.0
5625,Brooke Valentine,American Girl,620.0,940.0
5626,Pumpkin Buzzard,Red Castle,510.0,70.0
5627,Butthole Surfers,22 Going on 23,470.0,310.0
5628,Heavy D,Private Dancer,730.0,720.0
5629,DJ Godfather,DJs Are The New Rockstars-Live Mashup Mix 7,790.0,800.0
5630,Snowgoons,Michael Nobody aka Poetic Death,860.0,470.0
5631,Andy & Lucas,Mirame A La Cara (Version Salsa),650.0,820.0
5632,DJ Omega,Shake That Thang - Original Mix,870.0,870.0
5633,Darwin Hobbs,Free,640.0,330.0
5634,Sophie B. Hawkins,I Want You,470.0,310.0
5635,Behemoth,Malice,960.0,80.0
5636,The Forms,Red Gun,640.0,850.0
5637,Crucial Conflict,Ride Out Dip,750.0,960.0
5638,Messy Marv,Tuck That Sh*t,740.0,660.0
5639,Cake,Arco Arena - Instrumental,550.0,800.0
5640,The Mighty Mighty Bosstones,Pictures To Prove It,820.0,840.0
5641,Riddlin' Kids,Stop The World,940.0,770.0
5642,Tampa Red,Baby Please Don't,320.0,560.0
5643,Coldplay,Things I Don't Understand,950.0,280.0
5644,Fontella Bass,I Can't Rest,660.0,770.0
5645,Regina Belle,You Are Everything,490.0,440.0
5646,Gang Of Four,A Piece Of My Heart,520.0,810.0
5647,Jonn Serrie,Nostalgia for Infinity,320.0,30.0
5648,The Cardigans,Marvel Hill,600.0,200.0
5649,David Arkenstone,Raindrops Keep Falling On My Head - Dream Palace Album Version,300.0,510.0
5650,Blind Lemon Jefferson,Got The Blues,230.0,310.0
5651,Andy Griffith,Turn Yourn Radio On,560.0,800.0
5652,Tranzas,Serenata,680.0,760.0
5653,Pierre Perret,Donnez-nous des jardins,400.0,500.0
5654,Kenny Rogers,Love Is What We Make It,260.0,240.0
5655,Mum,Mr. Crump,900.0,440.0
5656,The Rolling Stones,Start Me Up - Remastered,930.0,970.0
5657,Casey Bill Weldon,New Round And Round,300.0,880.0
5658,Yndio,Mi Vida Se Pinto De Gris,750.0,850.0
5659,The Black Crowes,Good Morning Captain,560.0,460.0
5660,Sukshinder Shinda,Jumke,910.0,960.0
5661,Mississippi John Hurt,Coffee Blues,80.0,760.0
5662,B.B. King,Please Love Me,870.0,690.0
5663,Aerosmith,Reefer Head Woman,430.0,540.0
5664,Various Production,Bside,550.0,710.0
5665,Los Fabulosos Cadillacs,Twist Y Gritos (Twist & Shout),950.0,840.0
5666,Various Artists,The Power Of,980.0,60.0
5667,Brian Tyler,Festival Of Holi,640.0,570.0
5668,Nightwish,Kuolema Tekee Taiteilijan,300.0,100.0
5669,John Fogerty,Soda Pop,760.0,790.0
5670,Albin Myers,BOOM!!!,700.0,70.0
5671,DJ Harry,Other Side of You,840.0,420.0
5672,2xl,Kissing Game,740.0,930.0
5673,Agency 1.9.9.4,Everyday Struggle (Bonus),760.0,640.0
5674,Robert Palmer,"Man Smart, Woman Smarter",590.0,980.0
5675,Frost,Two of a Kind,890.0,60.0
5676,The Bronx Horns,The Preacher,560.0,460.0
5677,Various Artists,Principe Nino,730.0,820.0
5678,Precious Bryant,Blues All Around My Bed,360.0,590.0
5679,Leona Naess,Paper Thin - Non-Album Version,70.0,110.0
5680,Galactic,Cafe deClouet,110.0,920.0
5681,The Harvard Lampoon,Hired Security,470.0,700.0
5682,Information Society,Slipping Away/Here Is Kazmeyer,430.0,210.0
5683,Perrey and Kingsley,The Unidentified Flying Object,790.0,980.0
5684,Barbara Fairchild,Comfort Creek - Stories Album Version,570.0,490.0
5685,Various Artists,Cierra los Ojos y Juntos Recordemos - Original,340.0,440.0
5686,Anti-Flag,The Gre(A)t Depression,940.0,370.0
5687,Pam Thum,See You in the Morning,440.0,260.0
5688,Less Than Jake,Automatic,980.0,680.0
5689,Anti-Flag,I Don't Wanna be a War Hero,990.0,270.0
5690,Pelt,Bestio Tergum Degero Pt. 3,810.0,20.0
5691,Her Majesty's Finest,Snapshot Samurai,960.0,530.0
5692,Tyrone Taylor,True Love,800.0,880.0
5693,Dr. Elmo,Christmas Won't be the Same Without Johnny,140.0,230.0
5694,Bonham,Hold On,800.0,470.0
5695,Busta Rhymes,We Got What You Want,460.0,800.0
5696,Paul Taylor,East Bay Bounce,800.0,790.0
5697,Greek Gypsy Musicians,Teska - North Greece,530.0,570.0
5698,VHS or Beta,Forever,890.0,450.0
5699,Vixen,One Night Alone,560.0,510.0
5700,Bill Douglas,Infant Dreams,30.0,170.0
5701,Various Artists,Why,20.0,150.0
5702,Josh Mullins,Mom,420.0,450.0
5703,Dennis Brown,Ballroom Floor,530.0,610.0
5704,The Kingston Trio,Goodnight Irene (Live),480.0,580.0
5705,Be Bop Deluxe,Music In Dreamland - 2019 Remaster,790.0,560.0
5706,Varios Artistas de Rumba,Ole Con Ole,720.0,740.0
5707,The Velvet Underground,Stephanie Says,200.0,550.0
5708,The Disposable Heroes Of Hiphoprisy,Music And Politics,310.0,460.0
5709,Big Audio Dynamite,Free (lp),790.0,760.0
5710,KT Tunstall,Under The Weather,450.0,290.0
5711,Barry Manilow,Say Goodbye,580.0,390.0
5712,Jean-Marc Thibault,Fleur de Paris,490.0,890.0
5713,Alias,After All The Love Is Gone,720.0,650.0
5714,Arthur Tracy,Where Are You?,350.0,240.0
5715,Gertrudis,Carita De Rosa,770.0,840.0
5716,The Distillers,World Comes Tumblin' Down,970.0,320.0
5717,Gorillaz,All Alone - Live at Manchester Opera House,780.0,330.0
5718,Andrae Crouch,Jesus Is the Lord,840.0,770.0
5719,Carlos Baute,Pobre diabla - Directo 09,940.0,490.0
5720,Russ Morgan,The Object of My Affection,200.0,350.0
5721,Phil Collins,Please Come out Tonight,240.0,140.0
5722,Harry Choates,Jole Brun,500.0,940.0
5723,Warrant,Bed of Roses,900.0,480.0
5724,Barbara Lusch,Bonita,340.0,500.0
5725,Studio,Indo,420.0,340.0
5726,You Should Go Ahead,Losing Track,940.0,490.0
5727,Placebo,Every You Every Me - Jimmy Cauty's Infected By the Scourge of the Earth Mix,920.0,70.0
5728,Lil Wayne,Fly Talkin',840.0,750.0
5729,Brokencyde,Freaxxx,740.0,130.0
5730,Lili Ivanova,Pokrusa,640.0,390.0
